"","year","colony","nest","species","date","eggs","chicks","stage","notes"
"102",1994,frog_city_south,352,sneg,1994-04-25,3,NA,NA,NA
"103",1994,frog_city_south,352,sneg,1994-05-01,3,NA,NA,NA
"104",1994,frog_city_south,352,sneg,1994-05-08,1,2,NA,NA
"105",1994,frog_city_south,352,sneg,1994-05-14,NA,3,NA,NA
"106",1994,frog_city_south,352,sneg,1994-05-19,NA,2,NA,NA
"107",1994,frog_city_south,352,sneg,1994-05-26,NA,2,NA,NA
"108",1994,frog_city_south,353,lbhe,1994-04-18,3,NA,NA,NA
"109",1994,frog_city_south,353,lbhe,1994-04-25,2,NA,NA,NA
"110",1994,frog_city_south,353,lbhe,1994-05-01,2,NA,NA,NA
"111",1994,frog_city_south,353,lbhe,1994-05-08,1,1,NA,NA
"112",1994,frog_city_south,353,lbhe,1994-05-14,1,1,NA,NA
"113",1994,frog_city_south,353,lbhe,1994-05-19,NA,1,NA,NA
"114",1994,frog_city_south,353,lbhe,1994-05-26,NA,1,NA,NA
"115",1994,frog_city_south,354,lbhe,1994-04-18,2,NA,NA,NA
"116",1994,frog_city_south,354,lbhe,1994-04-25,3,NA,NA,NA
"117",1994,frog_city_south,354,lbhe,1994-05-01,3,NA,NA,NA
"118",1994,frog_city_south,354,lbhe,1994-05-08,3,NA,NA,NA
"119",1994,frog_city_south,354,lbhe,1994-05-14,NA,3,NA,NA
"120",1994,frog_city_south,354,lbhe,1994-05-19,NA,2,NA,NA
"121",1994,frog_city_south,354,lbhe,1994-05-26,NA,3,NA,NA
"122",1994,frog_city_south,355,smhe,1994-04-18,2,NA,NA,NA
"123",1994,frog_city_south,355,smhe,1994-04-25,3,NA,NA,NA
"124",1994,frog_city_south,355,smhe,1994-05-01,3,NA,NA,NA
"125",1994,frog_city_south,355,smhe,1994-05-08,3,NA,NA,NA
"126",1994,frog_city_south,355,smhe,1994-05-14,3,NA,NA,NA
"127",1994,frog_city_south,355,smhe,1994-05-19,3,NA,NA,NA
"128",1994,frog_city_south,355,smhe,1994-05-26,3,NA,NA,NA
"129",1994,frog_city_south,356,smhe,1994-04-18,4,NA,NA,NA
"130",1994,frog_city_south,357,trhe,1994-04-18,3,NA,NA,NA
"131",1994,frog_city_south,357,trhe,1994-04-25,3,NA,NA,NA
"132",1994,frog_city_south,357,trhe,1994-05-01,3,NA,NA,NA
"133",1994,frog_city_south,357,trhe,1994-05-08,1,2,NA,NA
"134",1994,frog_city_south,357,trhe,1994-05-14,NA,3,NA,NA
"135",1994,frog_city_south,357,trhe,1994-05-19,NA,3,NA,NA
"136",1994,frog_city_south,357,trhe,1994-05-26,NA,2,NA,NA
"137",1994,frog_city_north,926,greg,1994-02-24,3,NA,NA,NA
"138",1994,frog_city_north,929,greg,1994-02-24,4,NA,NA,NA
"139",1994,frog_city_north,930,greg,1994-02-24,3,NA,NA,NA
"140",1994,frog_city_north,931,greg,1994-02-24,2,NA,NA,NA
"141",1994,tamiami_east,943,greg,1994-03-07,3,NA,NA,NA
"142",1994,tamiami_east,944,greg,1994-03-07,2,NA,NA,NA
"143",1994,tamiami_east,947,greg,1994-03-07,0,NA,NA,NA
"144",1994,tamiami_east,948,greg,1994-03-07,3,NA,NA,NA
"145",1994,tamiami_east,954,greg,1994-03-07,2,NA,NA,NA
"146",1994,tamiami_east,953,greg,1994-03-07,2,NA,NA,NA
"147",1994,l_28,972,greg,1994-02-26,2,NA,NA,NA
"148",1994,l_28,972,greg,1994-03-04,2,NA,NA,NA
"149",1994,l_28,972,greg,1994-03-10,2,NA,NA,NA
"150",1994,l_28,972,greg,1994-03-15,NA,2,NA,NA
"151",1994,l_28,972,greg,1994-03-20,NA,2,NA,NA
"152",1994,l_28,972,greg,1994-03-28,NA,2,NA,NA
"153",1994,l_28,972,greg,1994-04-04,NA,2,NA,NA
"154",1994,l_28,972,greg,1994-04-10,NA,2,NA,NA
"155",1994,l_28,972,greg,1994-04-16,NA,2,NA,NA
"156",1994,l_28,973,greg,1994-02-26,3,NA,NA,NA
"157",1994,l_28,973,greg,1994-03-04,3,NA,NA,NA
"158",1994,l_28,973,greg,1994-03-10,3,NA,NA,NA
"159",1994,l_28,973,greg,1994-03-15,3,NA,NA,NA
"160",1994,l_28,973,greg,1994-03-20,NA,3,NA,NA
"161",1994,l_28,973,greg,1994-03-28,NA,2,NA,NA
"162",1994,l_28,973,greg,1994-04-04,NA,2,NA,NA
"163",1994,l_28,973,greg,1994-04-10,NA,2,NA,NA
"164",1994,l_28,973,greg,1994-04-16,NA,2,NA,NA
"165",1994,l_28,974,greg,1994-02-26,2,NA,NA,NA
"166",1994,l_28,974,greg,1994-03-04,3,NA,NA,NA
"167",1994,l_28,974,greg,1994-03-10,3,NA,NA,NA
"168",1994,l_28,974,greg,1994-03-15,3,NA,NA,NA
"169",1994,l_28,974,greg,1994-03-20,3,NA,NA,NA
"170",1994,l_28,974,greg,1994-03-28,NA,3,NA,NA
"171",1994,l_28,974,greg,1994-04-04,NA,3,NA,NA
"172",1994,l_28,974,greg,1994-04-10,NA,3,NA,NA
"173",1994,l_28,974,greg,1994-04-16,NA,2,NA,NA
"174",1994,l_28,975,greg,1994-02-26,3,NA,NA,NA
"175",1994,l_28,975,greg,1994-03-04,3,NA,NA,NA
"176",1994,l_28,975,greg,1994-03-10,3,NA,NA,NA
"177",1994,l_28,975,greg,1994-03-15,3,NA,NA,NA
"178",1994,l_28,975,greg,1994-03-20,3,NA,NA,NA
"179",1994,l_28,975,greg,1994-03-28,NA,3,NA,NA
"180",1994,l_28,975,greg,1994-04-04,NA,2,NA,NA
"181",1994,l_28,975,greg,1994-04-10,NA,2,NA,NA
"182",1994,l_28,976,greg,1994-02-26,1,NA,NA,NA
"183",1994,l_28,976,greg,1994-03-04,3,NA,NA,NA
"184",1994,l_28,976,greg,1994-03-10,3,NA,NA,NA
"185",1994,l_28,976,greg,1994-03-15,3,NA,NA,NA
"186",1994,l_28,977,greg,1994-02-26,3,NA,NA,NA
"187",1994,l_28,977,greg,1994-03-04,3,NA,NA,NA
"188",1994,l_28,977,greg,1994-03-10,3,NA,NA,NA
"189",1994,l_28,977,greg,1994-03-15,2,1,NA,NA
"190",1994,l_28,977,greg,1994-03-20,NA,3,NA,NA
"191",1994,l_28,977,greg,1994-03-28,NA,2,NA,NA
"192",1994,l_28,977,greg,1994-04-04,NA,2,NA,NA
"193",1994,l_28,977,greg,1994-04-10,NA,2,NA,NA
"194",1994,l_28,978,greg,1994-02-26,3,NA,NA,NA
"195",1994,l_28,978,greg,1994-03-04,3,NA,NA,NA
"196",1994,l_28,978,greg,1994-03-10,3,NA,NA,NA
"197",1994,l_28,978,greg,1994-03-15,3,NA,NA,NA
"198",1994,l_28,978,greg,1994-03-20,2,1,NA,NA
"199",1994,l_28,978,greg,1994-03-28,NA,2,NA,NA
"200",1994,l_28,978,greg,1994-04-04,NA,2,NA,NA
"201",1994,l_28,978,greg,1994-04-10,NA,2,NA,NA
"202",1994,l_28,979,greg,1994-02-26,3,NA,NA,NA
"203",1994,l_28,979,greg,1994-03-04,3,NA,NA,NA
"204",1994,l_28,979,greg,1994-03-10,3,NA,NA,NA
"205",1994,l_28,979,greg,1994-03-15,3,NA,NA,NA
"206",1994,l_28,979,greg,1994-03-20,NA,3,NA,NA
"207",1994,l_28,979,greg,1994-03-28,NA,3,NA,NA
"208",1994,l_28,979,greg,1994-04-04,NA,2,NA,NA
"209",1994,l_28,979,greg,1994-04-10,NA,2,NA,NA
"210",1994,l_28,980,greg,1994-02-26,2,NA,NA,NA
"211",1994,l_28,980,greg,1994-03-04,2,NA,NA,NA
"212",1994,l_28,980,greg,1994-03-10,2,NA,NA,NA
"213",1994,l_28,980,greg,1994-03-15,2,NA,NA,NA
"214",1994,l_28,980,greg,1994-03-20,NA,3,NA,NA
"215",1994,l_28,980,greg,1994-03-28,NA,2,NA,NA
"216",1994,l_28,980,greg,1994-04-04,NA,2,NA,NA
"217",1994,l_28,980,greg,1994-04-10,NA,2,NA,NA
"218",1994,l_28,981,greg,1994-02-26,2,NA,NA,NA
"219",1994,l_28,981,greg,1994-03-04,3,NA,NA,NA
"220",1994,l_28,981,greg,1994-03-10,3,NA,NA,NA
"221",1994,l_28,981,greg,1994-03-15,3,NA,NA,NA
"222",1994,l_28,981,greg,1994-03-20,3,NA,NA,NA
"223",1994,l_28,981,greg,1994-03-28,1,2,NA,NA
"224",1994,l_28,981,greg,1994-04-04,1,1,NA,NA
"225",1994,l_28,981,greg,1994-04-10,1,NA,NA,NA
"226",1994,l_28,983,greg,1994-02-26,3,NA,NA,NA
"227",1994,l_28,983,greg,1994-03-04,3,NA,NA,NA
"228",1994,l_28,983,greg,1994-03-10,3,NA,NA,NA
"229",1994,l_28,983,greg,1994-03-15,2,1,NA,NA
"230",1994,l_28,983,greg,1994-03-28,1,2,NA,NA
"231",1994,l_28,984,greg,1994-02-26,3,NA,NA,NA
"232",1994,l_28,984,greg,1994-03-04,3,NA,NA,NA
"233",1994,l_28,984,greg,1994-03-10,3,NA,NA,NA
"234",1994,l_28,984,greg,1994-03-15,3,NA,NA,NA
"235",1994,l_28,984,greg,1994-03-20,1,1,NA,NA
"236",1994,l_28,984,greg,1994-04-04,NA,3,NA,NA
"237",1994,l_28,984,greg,1994-04-10,NA,3,NA,NA
"238",1994,l_28,985,greg,1994-02-26,3,NA,NA,NA
"239",1994,l_28,985,greg,1994-03-04,3,NA,NA,NA
"240",1994,l_28,985,greg,1994-03-10,3,NA,NA,NA
"241",1994,l_28,985,greg,1994-03-20,NA,3,NA,NA
"242",1994,l_28,985,greg,1994-03-28,NA,3,NA,NA
"243",1994,l_28,985,greg,1994-04-04,NA,2,NA,NA
"244",1994,l_28,985,greg,1994-04-10,NA,2,NA,NA
"245",1994,l_28,985,greg,1994-04-16,NA,2,NA,NA
"246",1994,l_28,986,greg,1994-02-26,1,NA,NA,NA
"247",1994,l_28,986,greg,1994-03-04,2,NA,NA,NA
"248",1994,l_28,986,greg,1994-03-10,2,NA,NA,NA
"249",1994,l_28,986,greg,1994-03-15,2,NA,NA,NA
"250",1994,l_28,986,greg,1994-03-20,2,NA,NA,NA
"251",1994,l_28,986,greg,1994-03-28,NA,2,NA,NA
"252",1994,l_28,986,greg,1994-04-04,NA,2,NA,NA
"253",1994,l_28,986,greg,1994-04-10,NA,2,NA,NA
"254",1994,l_28,987,greg,1994-02-26,1,NA,NA,NA
"255",1994,l_28,987,greg,1994-03-04,3,NA,NA,NA
"256",1994,l_28,987,greg,1994-03-10,3,NA,NA,NA
"257",1994,l_28,987,greg,1994-03-15,3,NA,NA,NA
"258",1994,l_28,987,greg,1994-03-20,3,NA,NA,NA
"259",1994,l_28,987,greg,1994-03-28,NA,3,NA,NA
"260",1994,l_28,987,greg,1994-04-04,NA,2,NA,NA
"261",1994,l_28,987,greg,1994-04-10,NA,2,NA,NA
"262",1994,l_28,988,greg,1994-02-26,1,NA,NA,NA
"263",1994,l_28,988,greg,1994-03-04,2,NA,NA,NA
"264",1994,l_28,989,greg,1994-02-26,2,NA,NA,NA
"265",1994,l_28,989,greg,1994-03-04,2,NA,NA,NA
"266",1994,l_28,989,greg,1994-03-10,2,NA,NA,NA
"267",1994,l_28,990,greg,1994-02-26,2,NA,NA,NA
"268",1994,l_28,990,greg,1994-03-04,2,NA,NA,NA
"269",1994,l_28,990,greg,1994-03-10,2,NA,NA,NA
"270",1994,l_28,990,greg,1994-03-15,2,NA,NA,NA
"271",1994,l_28,990,greg,1994-03-20,2,NA,NA,NA
"272",1994,l_28,990,greg,1994-03-28,NA,2,NA,NA
"273",1994,l_28,990,greg,1994-04-04,NA,2,NA,NA
"274",1994,l_28,990,greg,1994-04-10,NA,2,NA,NA
"275",1994,l_28,991,greg,1994-02-26,2,NA,NA,NA
"276",1994,l_28,991,greg,1994-03-04,3,NA,NA,NA
"277",1994,l_28,991,greg,1994-03-10,3,NA,NA,NA
"278",1994,l_28,991,greg,1994-03-15,3,NA,NA,NA
"279",1994,l_28,991,greg,1994-03-20,3,NA,NA,NA
"280",1994,l_28,991,greg,1994-03-28,NA,3,NA,NA
"281",1994,l_28,991,greg,1994-04-04,NA,2,NA,NA
"282",1994,l_28,991,greg,1994-04-10,NA,2,NA,NA
"283",1994,l_28,992,greg,1994-02-26,1,NA,NA,NA
"284",1994,l_28,992,greg,1994-03-04,2,NA,NA,NA
"285",1994,l_28,932,greg,1994-03-04,3,NA,NA,NA
"286",1994,l_28,932,greg,1994-03-10,3,NA,NA,NA
"287",1994,l_28,932,greg,1994-03-15,3,NA,NA,NA
"288",1994,l_28,932,greg,1994-03-20,3,NA,NA,NA
"289",1994,l_28,933,greg,1994-03-04,2,NA,NA,NA
"290",1994,l_28,933,greg,1994-03-10,2,NA,NA,NA
"291",1994,l_28,933,greg,1994-03-15,2,NA,NA,NA
"292",1994,l_28,934,greg,1994-03-04,3,NA,NA,NA
"293",1994,l_28,934,greg,1994-03-10,3,NA,NA,NA
"294",1994,l_28,934,greg,1994-03-15,NA,2,NA,NA
"295",1994,l_28,934,greg,1994-03-20,1,3,NA,NA
"296",1994,l_28,934,greg,1994-03-28,NA,2,NA,NA
"297",1994,l_28,934,greg,1994-04-04,NA,2,NA,NA
"298",1994,l_28,935,greg,1994-03-04,3,NA,NA,NA
"299",1994,l_28,935,greg,1994-03-10,3,NA,NA,NA
"300",1994,l_28,935,greg,1994-03-15,3,NA,NA,NA
"301",1994,l_28,935,greg,1994-03-20,3,NA,NA,NA
"302",1994,l_28,935,greg,1994-04-04,NA,3,NA,NA
"303",1994,l_28,935,greg,1994-04-10,NA,3,NA,NA
"304",1994,l_28,935,greg,1994-04-16,NA,3,NA,NA
"305",1994,l_28,936,greg,1994-03-04,2,NA,NA,NA
"306",1994,l_28,936,greg,1994-03-10,2,NA,NA,NA
"307",1994,l_28,936,greg,1994-03-15,2,NA,NA,NA
"308",1994,l_28,936,greg,1994-03-20,1,1,NA,NA
"309",1994,l_28,936,greg,1994-03-28,NA,2,NA,NA
"310",1994,l_28,936,greg,1994-04-04,NA,2,NA,NA
"311",1994,l_28,936,greg,1994-04-10,NA,2,NA,NA
"312",1994,l_28,937,greg,1994-03-04,3,NA,NA,NA
"313",1994,l_28,937,greg,1994-03-10,3,NA,NA,NA
"314",1994,l_28,937,greg,1994-03-15,NA,3,NA,NA
"315",1994,l_28,937,greg,1994-03-20,NA,3,NA,NA
"316",1994,l_28,937,greg,1994-03-28,NA,2,NA,NA
"317",1994,l_28,937,greg,1994-04-04,NA,2,NA,NA
"318",1994,l_28,937,greg,1994-04-10,NA,2,NA,NA
"319",1994,l_28,940,greg,1994-03-04,2,NA,NA,NA
"320",1994,l_28,940,greg,1994-03-10,2,NA,NA,NA
"321",1994,l_28,940,greg,1994-03-15,2,NA,NA,NA
"322",1994,l_28,940,greg,1994-03-20,2,NA,NA,NA
"323",1994,l_28,940,greg,1994-03-28,NA,2,NA,NA
"324",1994,l_28,940,greg,1994-04-04,NA,2,NA,NA
"325",1994,l_28,940,greg,1994-04-10,NA,2,NA,NA
"326",1994,l_28,940,greg,1994-04-16,NA,2,NA,NA
"327",1994,l_28,941,greg,1994-03-04,3,NA,NA,NA
"328",1994,l_28,941,greg,1994-03-10,3,NA,NA,NA
"329",1994,l_28,941,greg,1994-03-15,3,NA,NA,NA
"330",1994,l_28,941,greg,1994-03-20,2,1,NA,NA
"331",1994,l_28,941,greg,1994-03-28,NA,3,NA,NA
"332",1994,l_28,941,greg,1994-04-04,NA,3,NA,NA
"333",1994,l_28,941,greg,1994-04-10,NA,3,NA,NA
"334",1994,l_28,942,greg,1994-03-04,2,NA,NA,NA
"335",1994,l_28,956,greg,1994-03-10,3,NA,NA,NA
"336",1994,l_28,956,greg,1994-03-15,3,NA,NA,NA
"337",1994,l_28,956,greg,1994-03-20,3,NA,NA,NA
"338",1994,l_28,956,greg,1994-03-28,NA,3,NA,NA
"339",1994,l_28,956,greg,1994-04-04,NA,3,NA,NA
"340",1994,l_28,956,greg,1994-04-10,NA,3,NA,NA
"341",1994,l_28,956,greg,1994-04-16,NA,2,NA,NA
"342",1994,l_28,957,greg,1994-03-10,2,NA,NA,NA
"343",1994,l_28,13,greg,1994-03-15,3,NA,NA,NA
"344",1994,l_28,13,greg,1994-03-20,1,2,NA,NA
"345",1994,l_28,13,greg,1994-03-28,NA,3,NA,NA
"346",1994,l_28,13,greg,1994-04-04,NA,3,NA,NA
"347",1994,l_28,13,greg,1994-04-10,NA,1,NA,NA
"348",1994,l_28,14,greg,1994-03-15,3,NA,NA,NA
"349",1994,l_28,14,greg,1994-03-20,2,1,NA,NA
"350",1994,l_28,14,greg,1994-03-28,NA,3,NA,NA
"351",1994,l_28,14,greg,1994-04-04,NA,3,NA,NA
"352",1994,l_28,14,greg,1994-04-10,NA,3,NA,NA
"353",1994,l_28,14,greg,1994-04-16,NA,3,NA,NA
"354",1994,l_28,15,greg,1994-03-15,1,1,NA,NA
"355",1994,l_28,15,greg,1994-03-20,NA,3,NA,NA
"356",1994,l_28,15,greg,1994-03-28,NA,3,NA,NA
"357",1994,l_28,15,greg,1994-04-04,NA,2,NA,NA
"358",1994,l_28,15,greg,1994-04-10,NA,2,NA,NA
"359",1994,l_28,15,greg,1994-04-16,NA,2,NA,NA
"360",1994,l_28,16,greg,1994-03-15,1,NA,NA,NA
"361",1994,l_28,16,greg,1994-03-20,2,NA,NA,NA
"362",1994,l_28,16,greg,1994-03-28,3,NA,NA,NA
"363",1994,l_28,16,greg,1994-04-04,3,NA,NA,NA
"364",1994,l_28,16,greg,1994-04-10,NA,1,NA,NA
"365",1994,l_28,16,greg,1994-04-16,NA,3,NA,NA
"366",1994,l_28,17,greg,1994-03-15,2,NA,NA,NA
"367",1994,l_28,17,greg,1994-03-20,2,NA,NA,NA
"368",1994,l_28,17,greg,1994-03-28,3,NA,NA,NA
"369",1994,l_28,17,greg,1994-04-04,3,NA,NA,NA
"370",1994,l_28,17,greg,1994-04-10,1,2,NA,NA
"371",1994,l_28,19,greg,1994-03-20,2,NA,NA,NA
"372",1994,juno,958,unkn,1994-03-12,NA,3,NA,NA
"373",1994,juno,958,unkn,1994-03-18,NA,3,NA,NA
"374",1994,juno,958,unkn,1994-03-24,NA,3,NA,NA
"375",1994,juno,958,unkn,1994-03-30,NA,2,NA,NA
"376",1994,juno,958,unkn,1994-04-05,NA,2,NA,NA
"377",1994,juno,958,unkn,1994-04-11,NA,2,NA,NA
"378",1994,juno,958,unkn,1994-04-17,NA,1,NA,NA
"379",1994,juno,959,unkn,1994-03-12,2,NA,NA,NA
"380",1994,juno,959,unkn,1994-03-18,2,NA,NA,NA
"381",1994,juno,959,unkn,1994-04-05,2,NA,NA,NA
"382",1994,juno,959,unkn,1994-04-11,3,NA,NA,NA
"383",1994,juno,959,unkn,1994-04-17,3,NA,NA,NA
"384",1994,juno,959,unkn,1994-04-23,3,NA,NA,NA
"385",1994,juno,959,unkn,1994-04-29,3,NA,NA,NA
"386",1994,juno,959,unkn,1994-05-05,NA,3,NA,NA
"387",1994,juno,960,unkn,1994-03-12,3,NA,NA,NA
"388",1994,juno,960,unkn,1994-03-18,3,NA,NA,NA
"389",1994,juno,960,unkn,1994-03-24,1,1,NA,NA
"390",1994,juno,960,unkn,1994-03-30,NA,3,NA,NA
"391",1994,juno,960,unkn,1994-04-05,NA,3,NA,NA
"392",1994,juno,960,unkn,1994-04-11,NA,3,NA,NA
"393",1994,juno,960,unkn,1994-04-17,NA,2,NA,NA
"394",1994,juno,960,unkn,1994-04-23,NA,2,NA,NA
"395",1994,juno,960,unkn,1994-04-29,NA,2,NA,NA
"396",1994,juno,960,unkn,1994-05-05,NA,2,NA,NA
"397",1994,juno,961,unkn,1994-03-12,3,NA,NA,NA
"398",1994,juno,961,unkn,1994-03-18,3,NA,NA,NA
"399",1994,juno,961,unkn,1994-03-24,3,NA,NA,NA
"400",1994,juno,961,unkn,1994-03-30,2,1,NA,NA
"401",1994,juno,961,unkn,1994-04-05,NA,3,NA,NA
"402",1994,juno,961,unkn,1994-04-11,NA,3,NA,NA
"403",1994,juno,961,unkn,1994-04-17,NA,3,NA,NA
"404",1994,juno,961,unkn,1994-04-23,NA,3,NA,NA
"405",1994,juno,961,unkn,1994-04-29,NA,2,NA,NA
