,frame,nest_x,nest_y,species,valid_nest,classification_id,user_name,created_at,subject_ids,nest_id,site,event,filename
39,4,301.86322021484375,344.2618103027344,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
40,4,439.4446105957031,503.8827209472656,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
41,5,162.6896514892578,84.15386199951172,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
42,5,311.6047668457031,367.4937744140625,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
43,6,148.9700469970703,50.13113021850586,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
44,6,294.546630859375,328.2599792480469,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
45,6,438.1214904785156,481.1770324707031,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
46,7,144.6495361328125,59.68830108642578,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
47,7,295.32568359375,335.2304382324219,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
48,7,430.06805419921875,500.5986022949219,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
49,8,313.0869140625,328.9145812988281,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
50,8,445.4743347167969,502.4144592285156,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
51,8,145.95166015625,55.23420715332031,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
52,9,124.7686767578125,68.45680236816406,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
53,9,316.671630859375,336.52545166015625,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
54,5,452.1485290527344,528.0515747070312,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
55,10,107.08819580078125,70.02072143554688,Great Egret,True,294708836,kristenbrush,2020-12-14 23:39:33 UTC,53376985,1148,Joule,05_29_2020,1148_Joule_05_29_2020_projected
56,5,286.188720703125,266.76690673828125,Great Egret,True,294710864,kristenbrush,2020-12-14 23:51:44 UTC,53376600,1086,Joule,05_29_2020,1086_Joule_05_29_2020_projected
57,6,257.26495361328125,214.59243774414062,Great Egret,True,294710864,kristenbrush,2020-12-14 23:51:44 UTC,53376600,1086,Joule,05_29_2020,1086_Joule_05_29_2020_projected
58,7,255.2047119140625,228.111083984375,Great Egret,True,294710864,kristenbrush,2020-12-14 23:51:44 UTC,53376600,1086,Joule,05_29_2020,1086_Joule_05_29_2020_projected
59,8,259.9235534667969,227.54052734375,Great Egret,True,294710864,kristenbrush,2020-12-14 23:51:44 UTC,53376600,1086,Joule,05_29_2020,1086_Joule_05_29_2020_projected
60,9,236.10986328125,242.11114501953125,Great Egret,True,294710864,kristenbrush,2020-12-14 23:51:44 UTC,53376600,1086,Joule,05_29_2020,1086_Joule_05_29_2020_projected
61,,,,,False,294710879,kristenbrush,2020-12-14 23:51:49 UTC,53376066,340,CypressCity,04_29_2020,340_CypressCity_04_29_2020_projected
62,0,205.03262329101562,190.8365020751953,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
63,1,261.1057434082031,253.50070190429688,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
64,2,268.2040710449219,249.54446411132812,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
65,3,526.0149536132812,455.7956237792969,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
66,4,261.38909912109375,252.54100036621094,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
67,4,507.017822265625,241.47650146484375,Anhinga,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
68,5,275.5050964355469,273.97491455078125,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
69,5,529.71337890625,238.02462768554688,Anhinga,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
70,6,536.7396240234375,204.7115478515625,Anhinga,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
71,6,278.51171875,239.11134338378906,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
72,7,523.725341796875,200.7510223388672,Anhinga,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
73,7,261.48004150390625,237.06259155273438,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
74,8,556.570556640625,193.7404022216797,Anhinga,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
75,8,32.855445861816406,388.1580810546875,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
76,9,570.7908325195312,213.946533203125,Anhinga,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
77,9,31.274566650390625,412.73345947265625,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
78,10,553.6770629882812,208.4881591796875,Anhinga,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
79,9,510.7771301269531,507.568115234375,Great Egret,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
80,1,510.2275695800781,247.7080841064453,Anhinga,True,294735100,kristenbrush,2020-12-15 02:07:17 UTC,53378299,3591,Joule,05_29_2020,3591_Joule_05_29_2020_projected
81,,,,,False,294735113,kristenbrush,2020-12-15 02:07:20 UTC,53375988,52,CypressCity,04_29_2020,52_CypressCity_04_29_2020_projected
82,0,7.263588905334473,311.3370666503906,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
83,1,251.68582153320312,251.0724334716797,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
84,1,1.514575719833374,418.1085205078125,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
85,2,8.490699768066406,419.21966552734375,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
86,2,0.3304648697376251,539.38720703125,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
87,3,45.79415512084961,765.1338500976562,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
88,3,3.578476667404175,1005.7052612304688,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
89,4,253.61436462402344,253.4938201904297,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
90,4,0.571795642375946,538.4171142578125,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
91,4,6.821465969085693,422.1939392089844,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
92,1,0.7942118048667908,539.2150268554688,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
93,5,263.1385498046875,285.6540832519531,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
94,5,9.906890869140625,451.6301574707031,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
95,5,2.37544584274292,567.5831909179688,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
96,6,265.78167724609375,251.14022827148438,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
97,6,1.1075907945632935,513.0541381835938,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
98,6,24.8046875,400.25,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
99,8,117.24201202392578,298.786865234375,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
100,9,196.65084838867188,98.3812026977539,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
101,9,1.189775824546814,562.0551147460938,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
102,7,1.5098050832748413,542.9911499023438,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
103,8,0.1822936087846756,540.78369140625,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
104,8,281.8046875,275.25,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
105,9,308.10296630859375,281.0900573730469,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
106,10,192.32859802246094,106.17171478271484,Great Egret,True,294738089,kristenbrush,2020-12-15 02:27:44 UTC,53378459,3720,Joule,05_29_2020,3720_Joule_05_29_2020_projected
107,0,303.7635803222656,274.2530517578125,Great Egret,True,294738739,kristenbrush,2020-12-15 02:32:21 UTC,53376111,493,Jerrod,05_05_2020,493_Jerrod_05_05_2020_projected
108,1,296.4742126464844,270.6236267089844,Great Egret,True,294738739,kristenbrush,2020-12-15 02:32:21 UTC,53376111,493,Jerrod,05_05_2020,493_Jerrod_05_05_2020_projected
109,2,292.2060546875,276.186767578125,Great Egret,True,294738739,kristenbrush,2020-12-15 02:32:21 UTC,53376111,493,Jerrod,05_05_2020,493_Jerrod_05_05_2020_projected
110,3,291.22076416015625,267.1946716308594,Great Egret,True,294738739,kristenbrush,2020-12-15 02:32:21 UTC,53376111,493,Jerrod,05_05_2020,493_Jerrod_05_05_2020_projected
111,4,288.74102783203125,275.38232421875,Great Egret,True,294738739,kristenbrush,2020-12-15 02:32:21 UTC,53376111,493,Jerrod,05_05_2020,493_Jerrod_05_05_2020_projected
112,5,278.7964172363281,277.55279541015625,Great Egret,True,294738739,kristenbrush,2020-12-15 02:32:21 UTC,53376111,493,Jerrod,05_05_2020,493_Jerrod_05_05_2020_projected
113,6,285.6853942871094,283.8266906738281,Great Egret,True,294738739,kristenbrush,2020-12-15 02:32:21 UTC,53376111,493,Jerrod,05_05_2020,493_Jerrod_05_05_2020_projected
114,7,273.08343505859375,290.10302734375,Great Egret,True,294738739,kristenbrush,2020-12-15 02:32:21 UTC,53376111,493,Jerrod,05_05_2020,493_Jerrod_05_05_2020_projected
115,8,280.7257080078125,290.6448974609375,Great Egret,True,294738739,kristenbrush,2020-12-15 02:32:21 UTC,53376111,493,Jerrod,05_05_2020,493_Jerrod_05_05_2020_projected
116,,,,,False,294738746,kristenbrush,2020-12-15 02:32:25 UTC,53377222,1897,CypressCity,04_29_2020,1897_CypressCity_04_29_2020_projected
117,,,,,False,294738785,kristenbrush,2020-12-15 02:32:40 UTC,53378850,4935,Vacation,05_29_2020,4935_Vacation_05_29_2020_projected
118,5,285.1730041503906,283.9810485839844,Great Egret,True,294739341,kristenbrush,2020-12-15 02:36:00 UTC,53376811,1134,Joule,05_29_2020,1134_Joule_05_29_2020_projected
119,6,250.56454467773438,255.49136352539062,Great Egret,True,294739341,kristenbrush,2020-12-15 02:36:00 UTC,53376811,1134,Joule,05_29_2020,1134_Joule_05_29_2020_projected
120,7,260.51556396484375,272.2209167480469,Great Egret,True,294739341,kristenbrush,2020-12-15 02:36:00 UTC,53376811,1134,Joule,05_29_2020,1134_Joule_05_29_2020_projected
121,8,273.4012145996094,267.2605895996094,Great Egret,True,294739341,kristenbrush,2020-12-15 02:36:00 UTC,53376811,1134,Joule,05_29_2020,1134_Joule_05_29_2020_projected
122,9,277.74493408203125,278.76190185546875,Great Egret,True,294739341,kristenbrush,2020-12-15 02:36:00 UTC,53376811,1134,Joule,05_29_2020,1134_Joule_05_29_2020_projected
123,10,261.32086181640625,275.2956237792969,Great Egret,True,294739341,kristenbrush,2020-12-15 02:36:00 UTC,53376811,1134,Joule,05_29_2020,1134_Joule_05_29_2020_projected
124,,,,,False,294739356,kristenbrush,2020-12-15 02:36:03 UTC,53378686,4023,CypressCity,04_29_2020,4023_CypressCity_04_29_2020_projected
125,,,,,False,294739367,kristenbrush,2020-12-15 02:36:06 UTC,53377376,2089,CypressCity,04_29_2020,2089_CypressCity_04_29_2020_projected
126,0,337.1248474121094,151.58285522460938,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
127,2,425.0563049316406,190.24900817871094,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
128,2,272.2792663574219,237.488037109375,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
129,3,801.3682861328125,328.5897216796875,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
130,3,545.59619140625,457.6278991699219,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
131,4,419.90032958984375,187.33355712890625,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
132,4,265.2509765625,248.980712890625,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
133,1,414.3046875,172.75,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
134,1,268.8046875,252.75001525878906,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
135,5,422.9914245605469,216.5963897705078,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
136,5,285.53021240234375,289.9645690917969,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
137,6,411.1627502441406,166.1379852294922,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
138,6,267.2918395996094,246.64515686035156,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
139,7,268.75439453125,260.76031494140625,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
140,7,418.6056213378906,185.27197265625,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
141,8,415.1532897949219,200.19393920898438,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
142,8,270.9696044921875,273.1826477050781,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
143,9,430.0206298828125,199.833984375,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
144,9,289.8067321777344,298.2331848144531,Great Egret,True,294744590,kristenbrush,2020-12-15 03:05:13 UTC,53378365,3642,Joule,05_29_2020,3642_Joule_05_29_2020_projected
145,,,,,False,294988201,kristenbrush,2020-12-15 22:27:11 UTC,53376474,959,Vacation,05_29_2020,959_Vacation_05_29_2020_projected
146,,,,,False,294988337,kristenbrush,2020-12-15 22:27:34 UTC,53377199,1851,CypressCity,04_29_2020,1851_CypressCity_04_29_2020_projected
147,0,268.035888671875,280.9817810058594,Great Egret,True,295000305,kristenbrush,2020-12-15 22:55:31 UTC,53377595,2487,StartMel,05_07_2020,2487_StartMel_05_07_2020_projected
148,0,558.8599853515625,118.67049407958984,Great Egret,True,295000305,kristenbrush,2020-12-15 22:55:31 UTC,53377595,2487,StartMel,05_07_2020,2487_StartMel_05_07_2020_projected
149,2,247.1402587890625,262.1930236816406,Great Egret,True,295000305,kristenbrush,2020-12-15 22:55:31 UTC,53377595,2487,StartMel,05_07_2020,2487_StartMel_05_07_2020_projected
150,1,270.4866027832031,233.1425323486328,Great Egret,True,295000305,kristenbrush,2020-12-15 22:55:31 UTC,53377595,2487,StartMel,05_07_2020,2487_StartMel_05_07_2020_projected
151,,,,,False,295000356,kristenbrush,2020-12-15 22:55:38 UTC,53377200,1852,CypressCity,04_29_2020,1852_CypressCity_04_29_2020_projected
152,,,,,False,295000840,kristenbrush,2020-12-15 22:57:18 UTC,53378033,3416,StartMel,05_07_2020,3416_StartMel_05_07_2020_projected
153,0,207.90664672851562,205.95436096191406,Great Egret,True,295004269,kristenbrush,2020-12-15 23:07:54 UTC,53376528,1067,Joule,05_29_2020,1067_Joule_05_29_2020_projected
154,1,279.8469543457031,270.7076110839844,Great Egret,True,295004269,kristenbrush,2020-12-15 23:07:54 UTC,53376528,1067,Joule,05_29_2020,1067_Joule_05_29_2020_projected
